Índice;Título;Link;Data;Conteúdo;Fonte;Palavras-chave;Tema;Sentimento;Relevância;cluster
39;Impasse entre União e concessionária pode atrasar reabertura do <b>Aeroporto</b> Salgado Filho ...;https://www.google.com/url?rct=j&sa=t&url=https://www.abcmais.com/brasil/rio-grande-do-sul/hortensias/gramado/impasse-entre-uniao-e-concessionaria-pode-atrasar-reabertura-do-aeroporto-salgado-filho-diz-eduardo-leite/&ct=ga&cd=CAIyHTdmNGQxNWUzZTA0NDM1Nzk6Y29tLmJyOnB0OkJS&usg=AOvVaw01scPUQATa386oNy23fQSp;2024-06-02;"Governador falou sobre reequilíbrio financeiro que será necessário com enchentes; ainda afirmou que solicitou estudos &quot;sobre todas as intervenções&nbsp;...";AEROPORTO & CONCESSÃO ;aeroporto salgado, salgado filho, concessionária pode, união concessionária;Outro tema;Neutro;0;Outro tema - 2024-06-02
40;Boletim das Rodovias – Feriado da Independência;https://www.google.com/url?rct=j&sa=t&url=https://abcdoabc.com.br/boletim-das-rodovias-artesp/&ct=ga&cd=CAIyHTA4MTYxZTI1N2YxOGI1OGM6Y29tLmJyOnB0OkJS&usg=AOvVaw3HjXHoc3lykdtjlUKzX2Gn;2024-06-02;"Além disso, a ARTESP é responsável pela regulação da <b>concessão</b> de 27 <b>aeroportos</b> regionais. Compartilhar: WhatsApp X Twitter LinkedIn Facebook&nbsp;...";AEROPORTOS & CONCESSÃO ;rodovias feriado, das rodovias, rodovias, feriado;transporte;Neutro;0;transporte - 2024-06-02
41;Impasse entre União e concessionária pode atrasar reabertura do <b>Aeroporto</b> Salgado Filho ...;https://www.google.com/url?rct=j&sa=t&url=https://www.abcmais.com/brasil/rio-grande-do-sul/hortensias/gramado/impasse-entre-uniao-e-concessionaria-pode-atrasar-reabertura-do-aeroporto-salgado-filho-diz-eduardo-leite/&ct=ga&cd=CAIyHTA4MTYxZTI1N2YxOGI1OGM6Y29tLmJyOnB0OkJS&usg=AOvVaw01scPUQATa386oNy23fQSp;2024-06-02;"Governador falou sobre reequilíbrio financeiro que será necessário com enchentes; ainda afirmou que solicitou estudos &quot;sobre todas as intervenções&nbsp;...";AEROPORTOS & CONCESSÃO ;aeroporto salgado, salgado filho, concessionária pode, união concessionária;Outro tema;Neutro;0;Outro tema - 2024-06-02
42;"Tether investe US$150 milhões em <b>mineradora</b> de Bitcoin - Fusões &amp; Aquisições";https://www.google.com/url?rct=j&sa=t&url=https://fusoesaquisicoes.com/acontece-no-setor/tether-investe-us150-milhoes-em-mineradora-de-bitcoin/&ct=ga&cd=CAIyHWJlYmIzNzUwMGVmZDMyODA6Y29tLmJyOnB0OkJS&usg=AOvVaw0rV7B1gUOlxypIYbgkdTx6;2024-06-01;A Tether anunciou um <b>investimento</b> de US$150 milhões na Bitdeer, uma das maiores empresas de <b>mineração</b> de Bitcoin (BTC) listada na Nasdaq.;Mineração & Investimento;mineradora bitcoin, tether investe, bitcoin fusões, investe 150;mineração;Neutro;10;mineração - 2024-06-01
43;<b>Investimentos</b> para 20 anos são apresentados em audiência do Plano de <b>Saneamento</b> Básico;https://www.google.com/url?rct=j&sa=t&url=https://www.opresente.com.br/marechal-candido-rondon/investimentos-para-20-anos-sao-apresentados-em-audiencia-do-plano-de-saneamento-basico/&ct=ga&cd=CAIyHThmMDEzNTA3OTJmNmJlNWY6Y29tLmJyOnB0OkJS&usg=AOvVaw1vEREgmi0PUnEZw3gTMHn8;2024-06-01;"Na noite de terça-feira (28), foi realizada a última audiência pública destinada à discussão do PMSB (Plano Municipal de <b>Saneamento</b> Básico) de&nbsp;...";SANEAMENTO & INVESTIMENTO;audiência plano, investimentos para, saneamento básico, investimentos;Outro tema;Neutro;10;Outro tema - 2024-06-01
44;<b>Investimentos</b> para 20 anos são apresentados em audiência do Plano de <b>Saneamento</b> Básico;https://www.google.com/url?rct=j&sa=t&url=https://www.opresente.com.br/marechal-candido-rondon/investimentos-para-20-anos-sao-apresentados-em-audiencia-do-plano-de-saneamento-basico/&ct=ga&cd=CAIyHThmMDEzNTA3OTJmNmJlNWY6Y29tLmJyOnB0OkJS&usg=AOvVaw1vEREgmi0PUnEZw3gTMHn8;2024-06-01;"Na noite de terça-feira (28), foi realizada a última audiência pública destinada à discussão do PMSB (Plano Municipal de <b>Saneamento</b> Básico) de&nbsp;...";SANEAMENTO & OBRAS;audiência plano, investimentos para, saneamento básico, investimentos;Outro tema;Neutro;10;Outro tema - 2024-06-01
45;DNIT intensifica ações para <b>obras</b> emergenciais de recuperação das eclusas afetadas ...;https://www.google.com/url?rct=j&sa=t&url=https://www.radiofandango.com.br/ultimas/2024/05/31/86252/dnit-intensifica-acoes-para-obras-emergenciais-de-recuperacao-das-eclusas-afetadas-pelas-enchentes-no-estado/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw35kHaJiUGZtqiQSE6ZIJPu;2024-06-01;"A execução de <b>obras</b> em caráter emergencial é crucial para garantir a segurança na navegação, facilitando o acesso a serviços e mercadorias&nbsp;...";CONSTRUÇÃO & OBRA;emergenciais recuperação, obras emergenciais, recuperação das, recuperação;construção;Neutro;8,8;construção - 2024-06-01
46;Maior usina de urânio do Brasil recebe licença para início das <b>obras</b> - TecMundo;https://www.google.com/url?rct=j&sa=t&url=https://www.tecmundo.com.br/ciencia/284537-maior-usina-uranio-brasil-recebe-licenca-inicio-obras.htm&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw32xgLIRdXYR4y6UlUwFhpV;2024-06-01;"O projeto de <b>construção</b> da maior usina de urânio do Brasil obteve a licença de localização da Comissão Nacional de Energia Nuclear (CNEN) na&nbsp;...";CONSTRUÇÃO & OBRA;urânio brasil, brasil recebe, obras tecmundo, recebe licença;construção;Neutro;8,4;construção - 2024-06-01
47;Projeto pretende transformar abandono da antiga <b>Ferrovia</b> Leopoldina em atrativo turístico;https://www.google.com/url?rct=j&sa=t&url=https://grafittinews.com.br/projeto-pretende-transformar-abandono-da-antiga-ferrovia-leopoldina-em-atrativo-turistico/&ct=ga&cd=CAIyHTY5MTg0MDJmZDM4YjJkZDQ6Y29tLmJyOnB0OkJS&usg=AOvVaw2-2jwuN2-ZmlhCzqE45Yt_;2024-06-01;"O abandono dos 257 KM da <b>ferrovia</b> dentro do Espírito Santo pela <b>VLI</b> Multimodal S/A vem desde 2017. A proposta é transformar o trecho férreo em&nbsp;...";FERROVIA & VLI;ferrovia leopoldina, antiga ferrovia, abandono da, transformar abandono;mineração;Neutro;8,4;mineração - 2024-06-01
48;Governador anuncia <b>Investimentos</b> em Obras Viárias e Inovação em Brusque;https://www.google.com/url?rct=j&sa=t&url=https://www.tvbrusque.com.br/noticia/69898/governador-anuncia-investimentos-em-obras-viarias-e-inovacao-em-brusque&ct=ga&cd=CAIyHTcwN2U2M2VlZjNiZjM5NTM6Y29tLmJyOnB0OkJS&usg=AOvVaw3-1fH6E9mQ5UfBHhLfqfZC;2024-06-01;"... <b>Rodovia</b> Antônio Heil (SC-486). O projeto receberá um <b>investimento</b> superior a R$ 56 milhões. Além disso, Mello confirmou a destinação de mais R$ 3&nbsp;...";RODOVIA & INVESTIMENTO;viárias inovação, anuncia investimentos, inovação em, inovação;Outro tema;Positivo;8,2;Outro tema - 2024-06-01
49;Queda no preço de painel solar estimula <b>energia</b> renovável no campo - Folha de Londrina;https://www.google.com/url?rct=j&sa=t&url=https://www.folhadelondrina.com.br/folha-rural/queda-no-preco-de-painel-solar-estimula-energia-renovavel-no-campo-3251226e.html&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw1T6reLRyLEhqNun4UjEX-2;2024-06-01;"Descubra como a queda nos preços dos painéis solares está incentivando produtores rurais no Paraná a investir em <b>energia</b> renovável,&nbsp;...";ENERGIA & FOTOVOLTAICA;solar estimula, estimula energia, painel solar, energia renovável;energia;Neutro;7,4;energia - 2024-06-01
50;Queda no preço de painel solar estimula <b>energia</b> renovável no campo - Folha de Londrina;https://www.google.com/url?rct=j&sa=t&url=https://www.folhadelondrina.com.br/folha-rural/queda-no-preco-de-painel-solar-estimula-energia-renovavel-no-campo-3251226e.html&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw1T6reLRyLEhqNun4UjEX-2;2024-06-01;"Descubra como a queda nos preços dos painéis solares está incentivando produtores rurais no Paraná a investir em <b>energia</b> renovável,&nbsp;...";FOTOVOLTAICA & SHELL;solar estimula, estimula energia, painel solar, energia renovável;energia;Neutro;7,4;energia - 2024-06-01
51;Projeto pretende transformar abandono da antiga <b>Ferrovia</b> Leopoldina em atrativo turístico;https://www.google.com/url?rct=j&sa=t&url=https://grafittinews.com.br/projeto-pretende-transformar-abandono-da-antiga-ferrovia-leopoldina-em-atrativo-turistico/&ct=ga&cd=CAIyHTJjODg4MDVlZTMxOTRlY2E6Y29tLmJyOnB0OkJS&usg=AOvVaw2-2jwuN2-ZmlhCzqE45Yt_;2024-06-01;"... <b>concessão</b> da <b>ferrovia</b> junto a Agência Nacional de Transportes Terrestres (ANTT) está em pleno vigor. Além disso, a multinacional, que somente&nbsp;...";FERROVIA & CONCESSÃO;ferrovia leopoldina, antiga ferrovia, abandono da, transformar abandono;mineração;Neutro;7,2;mineração - 2024-06-01
52;Projeto pretende transformar abandono da antiga <b>Ferrovia</b> Leopoldina em atrativo turístico;https://www.google.com/url?rct=j&sa=t&url=https://grafittinews.com.br/projeto-pretende-transformar-abandono-da-antiga-ferrovia-leopoldina-em-atrativo-turistico/&ct=ga&cd=CAIyHTJjODg4MDVlZTMxOTRlY2E6Y29tLmJyOnB0OkJS&usg=AOvVaw2-2jwuN2-ZmlhCzqE45Yt_;2024-06-01;"... <b>concessão</b> da <b>ferrovia</b> junto a Agência Nacional de Transportes Terrestres (ANTT) está em pleno vigor. Além disso, a multinacional, que somente&nbsp;...";RODOVIA & CONCESSÃO;ferrovia leopoldina, antiga ferrovia, abandono da, transformar abandono;mineração;Neutro;7,2;mineração - 2024-06-01
53;Incertezas e negligências na recuperação imediata do <b>aeroporto</b> de Porto Alegre;https://www.google.com/url?rct=j&sa=t&url=https://www.brasildefato.com.br/2024/05/31/incertezas-e-negligencias-na-recuperacao-imediata-do-aeroporto-de-porto-alegre&ct=ga&cd=CAIyHTdmNGQxNWUzZTA0NDM1Nzk6Y29tLmJyOnB0OkJS&usg=AOvVaw15RWP2KQT1dxfD_yJynIkk;2024-06-01;Concessionária alemã Fraport AG não está participando dos reparos e diz que poderá solicitar revisão do contrato.;AEROPORTO & CONCESSÃO ;aeroporto porto, recuperação imediata, imediata aeroporto, na recuperação;Outro tema;Neutro;7,2;Outro tema - 2024-06-01
54;Incertezas e negligências na recuperação imediata do <b>aeroporto</b> de Porto Alegre;https://www.google.com/url?rct=j&sa=t&url=https://www.brasildefato.com.br/2024/05/31/incertezas-e-negligencias-na-recuperacao-imediata-do-aeroporto-de-porto-alegre&ct=ga&cd=CAIyHTA4MTYxZTI1N2YxOGI1OGM6Y29tLmJyOnB0OkJS&usg=AOvVaw15RWP2KQT1dxfD_yJynIkk;2024-06-01;Concessionária alemã Fraport AG não está participando dos reparos e diz que poderá solicitar revisão do contrato.;AEROPORTOS & CONCESSÃO ;aeroporto porto, recuperação imediata, imediata aeroporto, na recuperação;Outro tema;Neutro;7,2;Outro tema - 2024-06-01
55;<b>Minério de ferro</b> tem queda semanal com redução da demanda de curto prazo da China;https://www.google.com/url?rct=j&sa=t&url=https://www.infomoney.com.br/mercados/minerio-de-ferro-tem-queda-semanal-com-reducao-da-demanda-de-curto-prazo-da-china/&ct=ga&cd=CAIyHTEzNWU1Y2VhMzM1MTIxMGQ6Y29tLmJyOnB0OkJS&usg=AOvVaw0oqizBZusoE_QczDXPLhi3;2024-06-01;"CINGAPURA (Reuters) – Os contratos futuros do <b>minério de ferro</b> ampliaram as perdas nesta sexta-feira, encerrando a semana em baixa,&nbsp;...";MINÉRIO DE FERRO & INVESTIMENTO;minério ferro, ferro tem, minério, ferro;mineração;Neutro;7,2;mineração - 2024-06-01
56;Especialistas discutem <b>energia</b> renovável e transição energética em Seminário de <b>Energia</b> ...;https://www.google.com/url?rct=j&sa=t&url=https://clickpetroleoegas.com.br/especialistas-discutem-energia-renovavel-e-transicao-energetica-em-seminario-de-energia-em-mato-grosso/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw1d6OJiYXQXLPw76tWFlNyi;2024-06-01;"O estado de Mato Grosso tem crescido bastante na procura por energia solar e serviços de assinatura residencial e industrial. ... A <b>energia fotovoltaica</b>&nbsp;...";ENERGIA & FOTOVOLTAICA;transição energética, energética em, seminário energia, energia renovável;energia;Neutro;6,4;energia - 2024-06-01
57;Especialistas discutem <b>energia</b> renovável e transição energética em Seminário de <b>Energia</b> ...;https://www.google.com/url?rct=j&sa=t&url=https://clickpetroleoegas.com.br/especialistas-discutem-energia-renovavel-e-transicao-energetica-em-seminario-de-energia-em-mato-grosso/&ct=ga&cd=CAIyHTIxYjBiOThjNDY0ZjBhNWI6Y29tLmJyOnB0OkJS&usg=AOvVaw1d6OJiYXQXLPw76tWFlNyi;2024-06-01;"O estado de Mato Grosso tem crescido bastante na procura por energia solar e serviços de assinatura residencial e industrial. ... A <b>energia fotovoltaica</b>&nbsp;...";FOTOVOLTAICA & SHELL;transição energética, energética em, seminário energia, energia renovável;energia;Neutro;6,4;energia - 2024-06-01
58;Tether investe US$150 milhões em <b>mineradora</b> de Bitcoin - Criptonizando;https://www.google.com/url?rct=j&sa=t&url=https://criptonizando.com/tether-investe-us150-milhoes-em-mineradora-de-bitcoin/&ct=ga&cd=CAIyHTY2YmJkODdhZWYxZDhhOWM6Y29tLmJyOnB0OkJS&usg=AOvVaw0wIL4UmPJOyAIM8UjjNL29;2024-06-01;"Emissora do USDC entra no <b>mercado brasileiro</b> em parceria com BTG e Nubank &middot; mastercard-bitcoin-banga-btc-inclusão-financeira-economia-negócios-.";Mineração & Mercado Brasileiro;mineradora bitcoin, bitcoin criptonizando, investe 150, tether investe;Outro tema;Neutro;6;Outro tema - 2024-06-01
59;Infraestrutura do Paulista inicia trabalhos para <b>construção</b> de passarela em Pau Amarelo;https://www.google.com/url?rct=j&sa=t&url=https://www.paulista.pe.gov.br/2024/dinamico/noticia-detalhe.php%3Fid%3D12789&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw0Lvc4A-tqlnZ0f74UbRQVk;2024-06-01;"A estrutura será instalada sobre o Canal Uruguai. A <b>obra</b> contempla uma antiga demanda de moradores que residem na região. Imagens:&nbsp;...";CONSTRUÇÃO & OBRA;construção passarela, inicia trabalhos, infraestrutura paulista, para construção;transporte;Neutro;6;transporte - 2024-06-01
60;Garantido recurso para a ampliação do <b>aeroporto</b> de Santa Rosa - Rádio Progresso de Ijuí;https://www.google.com/url?rct=j&sa=t&url=https://radioprogresso.com.br/garantido-recurso-para-a-ampliacao-do-aeroporto-de-santa-rosa/&ct=ga&cd=CAIyHTFhZDNkOWU1YmQ0OTkyYWM6Y29tLmJyOnB0OkJS&usg=AOvVaw3Rds7lAurFY9W3LR39fG_U;2024-06-01;"A <b>obra</b> está avaliada em mais de 47 milhões de reais. Houve aquisição de 37 hectares para ampliação do <b>aeroporto</b>. Após concluídas as <b>obras</b> previstas, o&nbsp;...";AEROPORTO & OBRAS;ampliação aeroporto, aeroporto santa, rádio progresso, rosa rádio;construção;Neutro;6;construção - 2024-06-01
61;Governo quer apoio do TCU para fechar acordo com Vale sobre <b>ferrovia</b> - O Globo;https://www.google.com/url?rct=j&sa=t&url=https://oglobo.globo.com/economia/noticia/2024/05/31/governo-quer-apoio-do-tcu-para-fechar-acordo-com-vale-sobre-ferrovia.ghtml&ct=ga&cd=CAIyHWU4MzZlZTQ2ODZjZWU5M2I6Y29tLmJyOnB0OkJS&usg=AOvVaw2P5q5ThYYIYaHMuitp3Hj_;2024-06-01;"... <b>ferrovia</b> de dois mil quilômetros que corta o estado de São Paulo. Planos de <b>investimento</b>. Em relação à MRS, um acordo em torno do pagamento de R$ 2&nbsp;...";FERROVIA & INVESTIMENTO;sobre ferrovia, fechar acordo, quer apoio, ferrovia globo;mineração;Neutro;5,6;mineração - 2024-06-01
62;Investigação sobre tentativa de explosão em <b>aeroporto</b> vai para o STF - Jornal Somos;https://www.google.com/url?rct=j&sa=t&url=https://jornalsomos.com.br/rio-verde/detalhe/investigacao-sobre-tentativa-de-explosao-em-aeroporto-vai-para-o-stf&ct=ga&cd=CAIyHTdmNGQxNWUzZTA0NDM1Nzk6Y29tLmJyOnB0OkJS&usg=AOvVaw3MuDElfLkFVn63AFawTd7Z;2024-06-01;"Investigação sobre tentativa de explosão em <b>aeroporto</b> ... <b>aeroporto</b> de Brasília vai tramitar na Corte. O ... <b>concessão</b> da BR-040 entre Cristalina e Belo&nbsp;...";AEROPORTO & CONCESSÃO ;em aeroporto, aeroporto vai, aeroporto, investigação sobre;Outro tema;Neutro;5,6;Outro tema - 2024-06-01
63;Porto do Recife terá investimento de R$ 20 milhões para <b>obras</b>, segundo ministro;https://www.google.com/url?rct=j&sa=t&url=https://www.cbnrecife.com/artigo/porto-do-recife-tera-investimento-de-r-20-milhoes-para-obras-e-anuncia-leilao-de-portos-para-agosto&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw3UsiDde-bGmE3QQ7zr931Y;2024-06-01;"Já o Governo de Pernambuco investirá R$ 20 milhões, completando o montante necessário para as <b>obras</b>. O objetivo é modernizar e ampliar a&nbsp;...";CONSTRUÇÃO & OBRA;segundo ministro, porto recife, terá investimento, investimento 20;construção;Neutro;5,2;construção - 2024-06-01
64;Investigação sobre tentativa de explosão em <b>aeroporto</b> vai para o STF - 180graus;https://www.google.com/url?rct=j&sa=t&url=https://180graus.com/brjus/investigacao-sobre-tentativa-de-explosao-em-aeroporto-vai-para-o-stf/&ct=ga&cd=CAIyHTFhZDNkOWU1YmQ0OTkyYWM6Y29tLmJyOnB0OkJS&usg=AOvVaw3FzAHRW-_yuUH6WhQBKhxv;2024-06-01;8 Terra no asfalto causa novo acidente entre municípios do Piauí. 9 Leonardo Sobral visita <b>obras</b> de construção da nova estrada em Domingos Mourão.;AEROPORTO & OBRAS;em aeroporto, aeroporto vai, aeroporto, investigação sobre;construção;Neutro;5,2;construção - 2024-06-01
65;Livre alerta que aposta na <b>ferrovia</b> leva décadas de atraso e defende mais <b>investimento</b>;https://www.google.com/url?rct=j&sa=t&url=https://observador.pt/2024/05/31/livre-alerta-que-aposta-na-ferrovia-leva-decadas-de-atraso-e-defende-mais-investimento/&ct=ga&cd=CAIyHWU4MzZlZTQ2ODZjZWU5M2I6Y29tLmJyOnB0OkJS&usg=AOvVaw3VtBdRhybuZZ08CtPNn-t-;2024-06-01;"Devíamos ter prescindido do <b>investimento</b> em autoestradas e devíamos ter investido na <b>ferrovia</b>, não só pela transição energética, mas também pela&nbsp;...";FERROVIA & INVESTIMENTO;na ferrovia, atraso defende, alerta que, que aposta;mineração;Neutro;4,8;mineração - 2024-06-01
66;Livre alerta que aposta na <b>ferrovia</b> leva décadas de atraso e defende mais <b>investimento</b>;https://www.google.com/url?rct=j&sa=t&url=https://www.lusa.pt/national/article/2024-05-31/42963870/livre-alerta-que-aposta-na-ferrovia-leva-d%25C3%25A9cadas-de-atraso-e-defende-mais-investimento&ct=ga&cd=CAIyHWU4MzZlZTQ2ODZjZWU5M2I6Y29tLmJyOnB0OkJS&usg=AOvVaw2w508ta1Q7rhF5eavd0TCJ;2024-06-01;... <b>ferrovia</b> é o futuro, mas leva décadas de atraso, e defendeu mais <b>investimento</b> para ligar a Portugal à Europa.;FERROVIA & INVESTIMENTO;na ferrovia, atraso defende, alerta que, que aposta;mineração;Neutro;4,8;mineração - 2024-06-01
67;Venda de participação no Terminal XXXIX de Santos deve ajudar <b>Rumo</b> a investir em ...;https://www.google.com/url?rct=j&sa=t&url=https://www.agenciacma.com.br/venda-de-participacao-no-terminal-xxxix-de-santos-deve-ajudar-rumo-a-investir-em-ferrovias-analisa-xp/&ct=ga&cd=CAIyHTM1N2ExZjNkNTMwOWY1ZTc6Y29tLmJyOnB0OkJS&usg=AOvVaw2_2IaFrVTxzqHq8XMLpypw;2024-06-01;Venda de participação no Terminal XXXIX de Santos deve ajudar <b>Rumo</b> a investir em <b>ferrovias</b>, analisa XP. By. Cynara Escobar. -. 31 de maio de 2024. 39.;FERROVIA & RUMO;rumo investir, venda participação, participação terminal, santos deve;mineração;Neutro;4,8;mineração - 2024-06-01
68;Governo quer apoio do TCU para fechar acordo com <b>Vale</b> sobre <b>ferrovia</b> - O Globo;https://www.google.com/url?rct=j&sa=t&url=https://oglobo.globo.com/economia/noticia/2024/05/31/governo-quer-apoio-do-tcu-para-fechar-acordo-com-vale-sobre-ferrovia.ghtml&ct=ga&cd=CAIyHWRhODMxNDcyNDVkNjJhMDc6Y29tLmJyOnB0OkJS&usg=AOvVaw2P5q5ThYYIYaHMuitp3Hj_;2024-06-01;"O governo ainda não chegou a um consenso com a <b>Vale</b> sobre a revisão do contrato das <b>ferrovias</b> de Carajás (entre o Maranhão e o Pará) e a estrada&nbsp;...";FERROVIA & VALE;sobre ferrovia, fechar acordo, ferrovia globo, quer apoio;mineração;Neutro;4,8;mineração - 2024-06-01
69;<b>Construção</b> civil: confira orientações de segurança em <b>obras</b> envolvendo rede elétrica;https://www.google.com/url?rct=j&sa=t&url=https://paraibaonline.com.br/economia/2024/05/31/construcao-civil-confira-orientacoes-de-seguranca-em-obras-envolvendo-rede-eletrica/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw0wzYQHo6RAnJ2bMSu7q28B;2024-06-01;"Segundo dados da Associação Brasileira de Conscientização para os Perigos da Eletricidade (Abracopel), a região Nordeste permanece à frente no número&nbsp;...";CONSTRUÇÃO & OBRA;construção civil, civil confira, construção, rede elétrica;construção;Neutro;4,8;construção - 2024-06-01
